"";"Ref";"Event";"C_Corr";"C_Prev";"Date";"Category";"Cat1";"Cat2";"Cat3"
"554";"ARKRAY AUTION MINI 304045";TRUE;0;0;"26/08/2006";"ARKRAY AUTION MINI";"ARKRAY";"AUTION MINI";"304045"
"555";"DIATRON ARCUS 901542";FALSE;0;0;"26/08/2006";"DIATRON ARCUS";"DIATRON";"ARCUS";"901542"
"556";"BIOSYSTEMS A-25 831011085";TRUE;0;0;"26/08/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831011085"
"557";"BIOSYSTEMS BTS-330 801340723";FALSE;0;0;"25/08/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801340723"
"558";"ABBOTT INCUBADORA SANIGN";TRUE;0;0;"25/08/2006";"ABBOTT INCUBADORA";"ABBOTT";"INCUBADORA";"SANIGN"
"559";"BIOSYSTEMS A-25 831010420";FALSE;0;0;"25/08/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010420"
"560";"BIOSYSTEMS BTS-310 801031114";FALSE;0;0;"25/08/2006";"BIOSYSTEMS BTS-310";"BIOSYSTEMS";"BTS-310";"801031114"
"561";"ABBOTT IMX 30501";FALSE;0;0;"25/08/2006";"ABBOTT IMX";"ABBOTT";"IMX";"30501"
"562";"BIOSYSTEMS A-25 831010539";FALSE;0;0;"25/08/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010539"
"563";"ARKRAY AUTION JET 202018";FALSE;0;0;"24/08/2006";"ARKRAY AUTION JET";"ARKRAY";"AUTION JET";"202018"
"564";"BIOSYSTEMS A-25 831010361";FALSE;0;0;"24/08/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010361"
"565";"ARKRAY AUTION JET 202018";FALSE;0;0;"24/08/2006";"ARKRAY AUTION JET";"ARKRAY";"AUTION JET";"202018"
"566";"ABBOTT AXSYM 12558";TRUE;0;0;"23/08/2006";"ABBOTT AXSYM";"ABBOTT";"AXSYM";"12558"
"567";"BIOSYSTEMS BTS-330 801342165";FALSE;0;0;"23/08/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801342165"
"568";"DIATRON ABACUS 801043";TRUE;0;0;"23/08/2006";"DIATRON ABACUS";"DIATRON";"ABACUS";"801043"
"569";"ABBOTT AXSYM 4080";TRUE;0;0;"23/08/2006";"ABBOTT AXSYM";"ABBOTT";"AXSYM";"4080"
"570";"ARKRAY AUTION MINI 5019";TRUE;0;0;"23/08/2006";"ARKRAY AUTION MINI";"ARKRAY";"AUTION MINI";"5019"
"571";"DIATRON ABACUS 801043";TRUE;0;0;"23/08/2006";"DIATRON ABACUS";"DIATRON";"ABACUS";"801043"
"572";"BIOSYSTEMS BTS-330 801341439";FALSE;0;0;"22/08/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801341439"
"573";"ARKRAY AUTION JET 508000005";FALSE;0;0;"22/08/2006";"ARKRAY AUTION JET";"ARKRAY";"AUTION JET";"508000005"
"574";"BIOSYSTEMS BTS-330 801340954";TRUE;0;0;"22/08/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801340954"
"575";"BIOSYSTEMS BTS-330 801340602";FALSE;0;0;"21/08/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801340602"
"576";"BIOSYSTEMS BTS-310 801035220";FALSE;0;0;"19/08/2006";"BIOSYSTEMS BTS-310";"BIOSYSTEMS";"BTS-310";"801035220"
"577";"ABBOTT AXSYM 20116";FALSE;0;0;"18/08/2006";"ABBOTT AXSYM";"ABBOTT";"AXSYM";"20116"
"578";"ABBOTT AXSYM 20363";TRUE;0;0;"18/08/2006";"ABBOTT AXSYM";"ABBOTT";"AXSYM";"20363"
"579";"ABBOTT SUNRISE 11905100073";TRUE;0;0;"18/08/2006";"ABBOTT SUNRISE";"ABBOTT";"SUNRISE";"11905100073"
"580";"BIOSYSTEMS BTS-310 801031885";TRUE;0;0;"18/08/2006";"BIOSYSTEMS BTS-310";"BIOSYSTEMS";"BTS-310";"801031885"
"581";"BIOSYSTEMS A-25 831010499";FALSE;0;0;"18/08/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010499"
"582";"BIOSYSTEMS A-25 831011503";FALSE;0;0;"18/08/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831011503"
"583";"ABBOTT AXSYM 20116";FALSE;0;0;"18/08/2006";"ABBOTT AXSYM";"ABBOTT";"AXSYM";"20116"
"584";"BIOSYSTEMS A-25 831011132";FALSE;0;0;"17/08/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831011132"
"585";"ARKRAY AUTION MINI 7013";FALSE;0;0;"17/08/2006";"ARKRAY AUTION MINI";"ARKRAY";"AUTION MINI";"7013"
"586";"DIATRON ABACUS 801043";FALSE;0;0;"17/08/2006";"DIATRON ABACUS";"DIATRON";"ABACUS";"801043"
"587";"DIATRON ABACUS 803184";FALSE;0;0;"17/08/2006";"DIATRON ABACUS";"DIATRON";"ABACUS";"803184"
"588";"DIATRON ABACUS 801037";TRUE;0;0;"17/08/2006";"DIATRON ABACUS";"DIATRON";"ABACUS";"801037"
"589";"ABBOTT INCUBADORA SANIGN";TRUE;0;0;"17/08/2006";"ABBOTT INCUBADORA";"ABBOTT";"INCUBADORA";"SANIGN"
"590";"BIOSYSTEMS BTS-330 801340486";TRUE;0;0;"17/08/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801340486"
"591";"BIOSYSTEMS BTS-330 801341937";FALSE;0;0;"17/08/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801341937"
"592";"ABBOTT SUNRISE 11905100011";TRUE;0;0;"17/08/2006";"ABBOTT SUNRISE";"ABBOTT";"SUNRISE";"11905100011"
"593";"BIOSYSTEMS A-25 831010539";TRUE;0;0;"17/08/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010539"
"594";"DIATRON ABACUS 801037";TRUE;0;0;"17/08/2006";"DIATRON ABACUS";"DIATRON";"ABACUS";"801037"
"595";"DIATRON ABACUS 801043";FALSE;0;0;"17/08/2006";"DIATRON ABACUS";"DIATRON";"ABACUS";"801043"
"596";"BIOSYSTEMS A-25 831011132";FALSE;0;0;"17/08/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831011132"
"597";"ARKRAY AUTION MINI 7013";FALSE;0;0;"17/08/2006";"ARKRAY AUTION MINI";"ARKRAY";"AUTION MINI";"7013"
"598";"DIATRON ABACUS 803184";FALSE;0;0;"17/08/2006";"DIATRON ABACUS";"DIATRON";"ABACUS";"803184"
"599";"ABBOTT COLUMBUS 30508005";FALSE;0;0;"16/08/2006";"ABBOTT COLUMBUS";"ABBOTT";"COLUMBUS";"30508005"
"600";"BIOSYSTEMS BTS-370 830050152";TRUE;0;0;"16/08/2006";"BIOSYSTEMS BTS-370";"BIOSYSTEMS";"BTS-370";"830050152"
"601";"DIATRON ARCUS 902060";TRUE;0;0;"16/08/2006";"DIATRON ARCUS";"DIATRON";"ARCUS";"902060"
"602";"ABBOTT COLUMBUS 8901307";FALSE;0;0;"16/08/2006";"ABBOTT COLUMBUS";"ABBOTT";"COLUMBUS";"8901307"
"603";"ABBOTT COLUMBUS 8901307";FALSE;0;0;"16/08/2006";"ABBOTT COLUMBUS";"ABBOTT";"COLUMBUS";"8901307"
"604";"BIOSYSTEMS BTS-330 801540968";FALSE;0;0;"16/08/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801540968"
"605";"ARKRAY AUTION MINI 5019";TRUE;0;0;"16/08/2006";"ARKRAY AUTION MINI";"ARKRAY";"AUTION MINI";"5019"
"606";"DIATRON ABACUS JR 110600";FALSE;0;0;"16/08/2006";"DIATRON ABACUS JR";"DIATRON";"ABACUS JR";"110600"
"607";"ABBOTT AXSYM 12822";TRUE;0;0;"15/08/2006";"ABBOTT AXSYM";"ABBOTT";"AXSYM";"12822"
"608";"BIOSYSTEMS A-25 831010132";FALSE;0;0;"15/08/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010132"
"609";"ABBOTT IMX 54855";TRUE;0;0;"15/08/2006";"ABBOTT IMX";"ABBOTT";"IMX";"54855"
"610";"BIOSYSTEMS A-25 831010495";TRUE;0;0;"15/08/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010495"
"611";"BIOSYSTEMS BTS-370 830050367";TRUE;0;0;"15/08/2006";"BIOSYSTEMS BTS-370";"BIOSYSTEMS";"BTS-370";"830050367"
"612";"ABBOTT SUNRISE ";TRUE;0;0;"14/08/2006";"ABBOTT SUNRISE";"ABBOTT";"SUNRISE";""
"613";"ABBOTT IMX 31002";FALSE;0;0;"14/08/2006";"ABBOTT IMX";"ABBOTT";"IMX";"31002"
"614";"ABBOTT COLUMBUS 83101085";FALSE;0;0;"11/08/2006";"ABBOTT COLUMBUS";"ABBOTT";"COLUMBUS";"83101085"
"615";"BIOSYSTEMS A-25 831010499";FALSE;0;0;"11/08/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010499"
"616";"DIATRON ARCUS 901413";TRUE;0;0;"11/08/2006";"DIATRON ARCUS";"DIATRON";"ARCUS";"901413"
"617";"DIATRON ABACUS JR 110302";FALSE;0;0;"11/08/2006";"DIATRON ABACUS JR";"DIATRON";"ABACUS JR";"110302"
"618";"DIATRON ABACUS JR 111020";FALSE;0;0;"11/08/2006";"DIATRON ABACUS JR";"DIATRON";"ABACUS JR";"111020"
"619";"DIATRON ABACUS JR 110897";TRUE;0;0;"10/08/2006";"DIATRON ABACUS JR";"DIATRON";"ABACUS JR";"110897"
"620";"DIATRON TWINCELL 701256";TRUE;0;0;"10/08/2006";"DIATRON TWINCELL";"DIATRON";"TWINCELL";"701256"
"621";"BIOSYSTEMS BTS-235 811010511";TRUE;0;0;"10/08/2006";"BIOSYSTEMS BTS-235";"BIOSYSTEMS";"BTS-235";"811010511"
"622";"BIOSYSTEMS BTS-370 830030262";TRUE;0;0;"10/08/2006";"BIOSYSTEMS BTS-370";"BIOSYSTEMS";"BTS-370";"830030262"
"623";"BIOSYSTEMS BTS-370 830050334";TRUE;0;0;"10/08/2006";"BIOSYSTEMS BTS-370";"BIOSYSTEMS";"BTS-370";"830050334"
"624";"DIATRON ARCUS 901564";TRUE;0;0;"10/08/2006";"DIATRON ARCUS";"DIATRON";"ARCUS";"901564"
"625";"ABBOTT AXSYM 12822";TRUE;0;0;"10/08/2006";"ABBOTT AXSYM";"ABBOTT";"AXSYM";"12822"
"626";"DIATRON ABACUS JR 110983";TRUE;0;0;"10/08/2006";"DIATRON ABACUS JR";"DIATRON";"ABACUS JR";"110983"
"627";"BIOSYSTEMS BTS-310 801031742";FALSE;0;0;"10/08/2006";"BIOSYSTEMS BTS-310";"BIOSYSTEMS";"BTS-310";"801031742"
"628";"ABBOTT SUNRISE 61263AF";TRUE;0;0;"10/08/2006";"ABBOTT SUNRISE";"ABBOTT";"SUNRISE";"61263AF"
"629";"BIOSYSTEMS BTS-330 801340806";FALSE;0;0;"10/08/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801340806"
"630";"DIATRON ABACUS JR 110897";TRUE;0;0;"10/08/2006";"DIATRON ABACUS JR";"DIATRON";"ABACUS JR";"110897"
"631";"DIATRON TWINCELL 701256";TRUE;0;0;"10/08/2006";"DIATRON TWINCELL";"DIATRON";"TWINCELL";"701256"
"632";"DIATRON ARCUS 901564";TRUE;0;0;"10/08/2006";"DIATRON ARCUS";"DIATRON";"ARCUS";"901564"
"633";"BIOSYSTEMS BTS-235 811010511";TRUE;0;0;"10/08/2006";"BIOSYSTEMS BTS-235";"BIOSYSTEMS";"BTS-235";"811010511"
"634";"BIOSYSTEMS BTS-370 830030262";TRUE;0;0;"10/08/2006";"BIOSYSTEMS BTS-370";"BIOSYSTEMS";"BTS-370";"830030262"
"635";"BIOSYSTEMS BTS-370 830050334";TRUE;0;0;"10/08/2006";"BIOSYSTEMS BTS-370";"BIOSYSTEMS";"BTS-370";"830050334"
"636";"BIOSYSTEMS A-25 831010495";TRUE;0;0;"10/08/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010495"
"637";"BIOSYSTEMS A-25 831011207";TRUE;0;0;"10/08/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831011207"
"638";"BIOSYSTEMS A-25 831010132";TRUE;0;0;"09/08/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010132"
"639";"BIOSYSTEMS BTS-370 830050436";FALSE;0;0;"09/08/2006";"BIOSYSTEMS BTS-370";"BIOSYSTEMS";"BTS-370";"830050436"
"640";"BIOSYSTEMS A-25 831011077";FALSE;0;0;"09/08/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831011077"
"641";"DIATRON ARCUS 1191038";TRUE;0;0;"09/08/2006";"DIATRON ARCUS";"DIATRON";"ARCUS";"1191038"
"642";"BIOSYSTEMS A-25 831010495";FALSE;0;0;"08/08/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010495"
"643";"DIATRON ARCUS 1191038";TRUE;0;0;"08/08/2006";"DIATRON ARCUS";"DIATRON";"ARCUS";"1191038"
"644";"BIOSYSTEMS BTS-330 801342100";TRUE;0;0;"08/08/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801342100"
"645";"ANULADO ANULADO 2346";TRUE;0;0;"08/08/2006";"ANULADO ANULADO";"ANULADO";"ANULADO";"2346"
"646";"BIOSYSTEMS BTS-330 801340538";TRUE;0;0;"08/08/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801340538"
"647";"DIATRON ABACUS 801023";TRUE;0;0;"08/08/2006";"DIATRON ABACUS";"DIATRON";"ABACUS";"801023"
"648";"BIOSYSTEMS BTS-310 801030966";FALSE;0;0;"08/08/2006";"BIOSYSTEMS BTS-310";"BIOSYSTEMS";"BTS-310";"801030966"
"649";"BIOSYSTEMS BTS-370 830050534";TRUE;0;0;"05/08/2006";"BIOSYSTEMS BTS-370";"BIOSYSTEMS";"BTS-370";"830050534"
"650";"BIOSYSTEMS A-15 831050104";FALSE;0;0;"05/08/2006";"BIOSYSTEMS A-15";"BIOSYSTEMS";"A-15";"831050104"
"651";"BIOSYSTEMS BTS-310 801034116";FALSE;0;0;"05/08/2006";"BIOSYSTEMS BTS-310";"BIOSYSTEMS";"BTS-310";"801034116"
"652";"DIATRON ABACUS 803155";TRUE;0;0;"04/08/2006";"DIATRON ABACUS";"DIATRON";"ABACUS";"803155"
"653";"BIOSYSTEMS BTS-370 830050534";TRUE;0;0;"04/08/2006";"BIOSYSTEMS BTS-370";"BIOSYSTEMS";"BTS-370";"830050534"
"654";"BIOSYSTEMS A-25 831011085";TRUE;0;0;"04/08/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831011085"
"655";"BIOSYSTEMS A-25 831011134";TRUE;0;0;"03/08/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831011134"
"656";"ABBOTT SUNRISE 61263AF";TRUE;0;0;"03/08/2006";"ABBOTT SUNRISE";"ABBOTT";"SUNRISE";"61263AF"
"657";"ANULADO ANULADO 1008";TRUE;0;0;"03/08/2006";"ANULADO ANULADO";"ANULADO";"ANULADO";"1008"
"658";"ABBOTT AXSYM 20192";TRUE;0;0;"02/08/2006";"ABBOTT AXSYM";"ABBOTT";"AXSYM";"20192"
"659";"ABBOTT AXSYM 24693";FALSE;0;0;"02/08/2006";"ABBOTT AXSYM";"ABBOTT";"AXSYM";"24693"
"660";"ABBOTT AXSYM 21084";TRUE;0;0;"02/08/2006";"ABBOTT AXSYM";"ABBOTT";"AXSYM";"21084"
"661";"DIATRON ABACUS 801008";FALSE;0;0;"02/08/2006";"DIATRON ABACUS";"DIATRON";"ABACUS";"801008"
"662";"BIOSYSTEMS A-25 831010356";FALSE;0;0;"01/08/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010356"
"663";"ABBOTT SUNRISE ";TRUE;0;0;"01/08/2006";"ABBOTT SUNRISE";"ABBOTT";"SUNRISE";""
"664";"DIATRON ARCUS 901445";FALSE;0;0;"31/07/2006";"DIATRON ARCUS";"DIATRON";"ARCUS";"901445"
"665";"BIOSYSTEMS A-25 831010110";TRUE;0;0;"31/07/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010110"
"666";"DIATRON ARCUS 901701";FALSE;0;0;"31/07/2006";"DIATRON ARCUS";"DIATRON";"ARCUS";"901701"
"667";"BIOSYSTEMS BTS-370 830050450";TRUE;0;0;"31/07/2006";"BIOSYSTEMS BTS-370";"BIOSYSTEMS";"BTS-370";"830050450"
"668";"BIOSYSTEMS A-25 831011207";TRUE;0;0;"31/07/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831011207"
"669";"ABBOTT SUNRISE 8310110495";TRUE;0;0;"31/07/2006";"ABBOTT SUNRISE";"ABBOTT";"SUNRISE";"8310110495"
"670";"BIOSYSTEMS A-25 831010495";TRUE;0;0;"31/07/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010495"
"671";"BIOSYSTEMS BTS-330 801340810";TRUE;0;0;"29/07/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801340810"
"672";"BIOSYSTEMS BTS-330 801340543";FALSE;0;0;"28/07/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801340543"
"673";"ABBOTT AXSYM 2804";FALSE;0;0;"28/07/2006";"ABBOTT AXSYM";"ABBOTT";"AXSYM";"2804"
"674";"DIATRON ABACUS 803155";FALSE;0;0;"28/07/2006";"DIATRON ABACUS";"DIATRON";"ABACUS";"803155"
"675";"ARKRAY AUTION JET 112019";FALSE;0;0;"28/07/2006";"ARKRAY AUTION JET";"ARKRAY";"AUTION JET";"112019"
"676";"BIOSYSTEMS BTS-330 805013591";FALSE;0;0;"28/07/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"805013591"
"677";"BIOSYSTEMS BTS-330 801341992";FALSE;0;0;"28/07/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801341992"
"678";"BIOSYSTEMS BTS-310 801033972";TRUE;0;0;"27/07/2006";"BIOSYSTEMS BTS-310";"BIOSYSTEMS";"BTS-310";"801033972"
"679";"BIOSYSTEMS BTS-330 801341083";TRUE;0;0;"27/07/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801341083"
"680";"ABBOTT INCUBADORA TORAX";TRUE;0;0;"27/07/2006";"ABBOTT INCUBADORA";"ABBOTT";"INCUBADORA";"TORAX"
"681";"BIOSYSTEMS A-25 831011134";TRUE;0;0;"27/07/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831011134"
"682";"DIATRON ABACUS JR 110483";TRUE;0;0;"27/07/2006";"DIATRON ABACUS JR";"DIATRON";"ABACUS JR";"110483"
"683";"BIOSYSTEMS BTS-310 801035541";FALSE;0;0;"26/07/2006";"BIOSYSTEMS BTS-310";"BIOSYSTEMS";"BTS-310";"801035541"
"684";"BIOSYSTEMS A-25 831011085";TRUE;0;0;"26/07/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831011085"
"685";"BIOSYSTEMS A-25 831010279";TRUE;0;0;"26/07/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010279"
"686";"BIOSYSTEMS A-25 831011242";FALSE;0;0;"26/07/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831011242"
"687";"DIATRON ABACUS 801091";FALSE;0;0;"26/07/2006";"DIATRON ABACUS";"DIATRON";"ABACUS";"801091"
"688";"BIOSYSTEMS A-25 831010475";TRUE;0;0;"26/07/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010475"
"689";"ARKRAY AUTION MINI 310070";FALSE;0;0;"25/07/2006";"ARKRAY AUTION MINI";"ARKRAY";"AUTION MINI";"310070"
"690";"BIOSYSTEMS A-25 831010121";FALSE;0;0;"25/07/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010121"
"691";"BIOSYSTEMS BTS-370 830050390";FALSE;0;0;"25/07/2006";"BIOSYSTEMS BTS-370";"BIOSYSTEMS";"BTS-370";"830050390"
"692";"BIOSYSTEMS A-25 831011088";FALSE;0;0;"25/07/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831011088"
"693";"BIOSYSTEMS BTS-370 830050429";FALSE;0;0;"25/07/2006";"BIOSYSTEMS BTS-370";"BIOSYSTEMS";"BTS-370";"830050429"
"694";"ARKRAY AUTION JET 201046";FALSE;0;0;"25/07/2006";"ARKRAY AUTION JET";"ARKRAY";"AUTION JET";"201046"
"695";"BIOSYSTEMS A-25 831011241";FALSE;0;0;"25/07/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831011241"
"696";"ABBOTT SUNRISE 61263AF";TRUE;0;0;"25/07/2006";"ABBOTT SUNRISE";"ABBOTT";"SUNRISE";"61263AF"
"697";"ABBOTT IMX 19269";TRUE;0;0;"25/07/2006";"ABBOTT IMX";"ABBOTT";"IMX";"19269"
"698";"BIOSYSTEMS A-25 831010357";FALSE;0;0;"25/07/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010357"
"699";"BIOSYSTEMS A-25 831011206";TRUE;0;0;"24/07/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831011206"
"700";"BIOSYSTEMS BTS-370 830050116";FALSE;0;0;"24/07/2006";"BIOSYSTEMS BTS-370";"BIOSYSTEMS";"BTS-370";"830050116"
"701";"BIOSYSTEMS A-25 831010549";TRUE;0;0;"24/07/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010549"
"702";"BIOSYSTEMS BTS-310 801031885";TRUE;0;0;"24/07/2006";"BIOSYSTEMS BTS-310";"BIOSYSTEMS";"BTS-310";"801031885"
"703";"BIOSYSTEMS A-25 831010121";FALSE;0;0;"22/07/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010121"
"704";"BIOSYSTEMS A-25 831010545";TRUE;0;0;"22/07/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010545"
"705";"BIOSYSTEMS BTS-310 801034713";FALSE;0;0;"21/07/2006";"BIOSYSTEMS BTS-310";"BIOSYSTEMS";"BTS-310";"801034713"
"706";"BIOSYSTEMS A-25 831011085";TRUE;0;0;"21/07/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831011085"
"707";"ABBOTT AXSYM 20191";TRUE;0;0;"21/07/2006";"ABBOTT AXSYM";"ABBOTT";"AXSYM";"20191"
"708";"BIOSYSTEMS BTS-330 801342003";FALSE;0;0;"21/07/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801342003"
"709";"DIATRON ABACUS JR 110269";TRUE;0;0;"21/07/2006";"DIATRON ABACUS JR";"DIATRON";"ABACUS JR";"110269"
"710";"DIATRON ABACUS JR 110790";FALSE;0;0;"21/07/2006";"DIATRON ABACUS JR";"DIATRON";"ABACUS JR";"110790"
"711";"BIOSYSTEMS BTS-330 801340284";TRUE;0;0;"21/07/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801340284"
"712";"DIATRON ABACUS JR 110507";FALSE;0;0;"21/07/2006";"DIATRON ABACUS JR";"DIATRON";"ABACUS JR";"110507"
"713";"ABBOTT IMX 54855";FALSE;0;0;"19/07/2006";"ABBOTT IMX";"ABBOTT";"IMX";"54855"
"714";"DIATRON ARCUS 907238";TRUE;0;0;"19/07/2006";"DIATRON ARCUS";"DIATRON";"ARCUS";"907238"
"715";"BIOSYSTEMS A-25 831010420";TRUE;0;0;"18/07/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010420"
"716";"ABBOTT SUNRISE 61263AF";FALSE;0;0;"18/07/2006";"ABBOTT SUNRISE";"ABBOTT";"SUNRISE";"61263AF"
"717";"BIOSYSTEMS A-25 831010475";FALSE;0;0;"18/07/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010475"
"718";"BIOSYSTEMS A-25 831011207";TRUE;0;0;"18/07/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831011207"
"719";"BIOSYSTEMS A-25 831010495";TRUE;0;0;"17/07/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010495"
"720";"ARKRAY AUTION JET 605000009";FALSE;0;0;"17/07/2006";"ARKRAY AUTION JET";"ARKRAY";"AUTION JET";"605000009"
"721";"ABBOTT SUNRISE 11905100011";TRUE;0;0;"17/07/2006";"ABBOTT SUNRISE";"ABBOTT";"SUNRISE";"11905100011"
"722";"ABBOTT AXSYM 20363";TRUE;0;0;"15/07/2006";"ABBOTT AXSYM";"ABBOTT";"AXSYM";"20363"
"723";"BIOSYSTEMS BTS-330 801340525";TRUE;0;0;"14/07/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801340525"
"724";"BIOSYSTEMS BTS-330 801340480";TRUE;0;0;"14/07/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801340480"
"725";"ARKRAY AUTION MINI 306004";FALSE;0;0;"14/07/2006";"ARKRAY AUTION MINI";"ARKRAY";"AUTION MINI";"306004"
"726";"BIOSYSTEMS A-25 831011085";TRUE;0;0;"14/07/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831011085"
"727";"BIOSYSTEMS A-25 831010365";TRUE;0;0;"14/07/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010365"
"728";"BIOSYSTEMS A-25 831010539";FALSE;0;0;"14/07/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010539"
"729";"BIOSYSTEMS A-25 831011330";FALSE;0;0;"14/07/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831011330"
"730";"BIOSYSTEMS A-25 831010548";TRUE;0;0;"14/07/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010548"
"731";"BIOSYSTEMS BTS-370 830050672";TRUE;0;0;"13/07/2006";"BIOSYSTEMS BTS-370";"BIOSYSTEMS";"BTS-370";"830050672"
"732";"BIOSYSTEMS BTS-370 830050116";TRUE;0;0;"13/07/2006";"BIOSYSTEMS BTS-370";"BIOSYSTEMS";"BTS-370";"830050116"
"733";"BIOSYSTEMS A-25 831011207";TRUE;0;0;"13/07/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831011207"
"734";"BIOSYSTEMS A-25 831010495";TRUE;0;0;"12/07/2006";"BIOSYSTEMS A-25";"BIOSYSTEMS";"A-25";"831010495"
"735";"BIOSYSTEMS BTS-310 801031837";TRUE;0;0;"12/07/2006";"BIOSYSTEMS BTS-310";"BIOSYSTEMS";"BTS-310";"801031837"
"736";"BIOSYSTEMS BTS-330 801340172";TRUE;0;0;"12/07/2006";"BIOSYSTEMS BTS-330";"BIOSYSTEMS";"BTS-330";"801340172"
"737";"ABBOTT IMX 106061";FALSE;0;0;"12/07/2006";"ABBOTT IMX";"ABBOTT";"IMX";"106061"
